# # Time 	 Separation 	 Orbital Phase 
# 
1.400557338000000041e+00	2.326617988000000192e+00	-1.147218199879231767e-15
1.406093051999999899e+00	2.326479781999999830e+00	-1.157636061502639934e-15
1.411628767000000062e+00	2.326340485999999874e+00	-1.168080395949400182e-15
1.417164480999999920e+00	2.326200093999999829e+00	-1.178467911281926166e-15
1.422700195000000001e+00	2.326058606000000140e+00	-1.188646019867308492e-15
1.428235909999999942e+00	2.325916015999999864e+00	-1.198712590145387296e-15
1.433771624000000022e+00	2.325772323999999891e+00	-1.208659291794032136e-15
1.439307338000000103e+00	2.325627525999999889e+00	-1.218494096891765224e-15
1.444843051999999961e+00	2.325481617999999973e+00	-1.228131479472309474e-15
1.450378766999999902e+00	2.325334600000000140e+00	-1.237737366484805980e-15
1.455914480999999983e+00	2.325186465999999896e+00	-1.247382503042661470e-15
1.461450195000000063e+00	2.325037216000000129e+00	-1.257152524650168849e-15
1.466985910000000004e+00	2.324886846000000062e+00	-1.267114926934383866e-15
1.472521624000000084e+00	2.324735351999999811e+00	-1.277171066997221089e-15
1.478057337999999943e+00	2.324582733999999817e+00	-1.287419971002847638e-15
1.483593052000000023e+00	2.324428988000000196e+00	-1.297824441862449956e-15
1.489128766999999964e+00	2.324274110000000171e+00	-1.308354132120845144e-15
1.494664481000000045e+00	2.324118098000000021e+00	-1.318991147066916499e-15
1.500200194999999903e+00	2.323960950000000025e+00	-1.329715893892278943e-15
1.505735910000000066e+00	2.323802664000000018e+00	-1.340498147393465644e-15
1.511271623999999925e+00	2.323643233999999946e+00	-1.351319693167664745e-15
1.516807338000000005e+00	2.323482661999999976e+00	-1.362178248094024192e-15
1.522343052000000085e+00	2.323320942000000056e+00	-1.372949594839058598e-15
1.527878767000000026e+00	2.323158072000000018e+00	-1.383771317477530638e-15
1.533414481000000107e+00	2.322994047999999978e+00	-1.394674188162190232e-15
1.538950194999999965e+00	2.322828869999999934e+00	-1.405696616815340483e-15
1.544485909999999906e+00	2.322662534000000001e+00	-1.416860210997832204e-15
1.550021623999999987e+00	2.322495038000000012e+00	-1.428040012888931723e-15
1.555557338000000067e+00	2.322326379999999801e+00	-1.439368068496900989e-15
1.561093051999999926e+00	2.322156555999999927e+00	-1.450832844708511587e-15
1.566628767000000089e+00	2.321985562000000058e+00	-1.462385091264404581e-15
1.572164480999999947e+00	2.321813398000000195e+00	-1.473933039988427130e-15
1.577700195000000027e+00	2.321640062000000171e+00	-1.485380916897702847e-15
1.583235909999999969e+00	2.321465547999999934e+00	-1.496680089434607493e-15
1.588771624000000049e+00	2.321289855999999929e+00	-1.507840671837235691e-15
1.594307337999999907e+00	2.321112983999999990e+00	-1.518772290836489573e-15
1.599843051999999988e+00	2.320934927999999786e+00	-1.529671260994526247e-15
1.605378766999999929e+00	2.320755686000000040e+00	-1.540590713433675773e-15
1.610914481000000009e+00	2.320575256000000142e+00	-1.551562446721184711e-15
1.616450195000000090e+00	2.320393634000000205e+00	-1.562609041358885030e-15
1.621985910000000031e+00	2.320210818000000064e+00	-1.573629650234653734e-15
1.627521623999999889e+00	2.320026805999999997e+00	-1.584827845303783976e-15
1.633057337999999969e+00	2.319841595999999839e+00	-1.596267122886781783e-15
1.638593052000000050e+00	2.319655184000000148e+00	-1.607971419945318840e-15
1.644128766999999991e+00	2.319467567999999869e+00	-1.619767285316920713e-15
1.649664481000000071e+00	2.319278746000000169e+00	-1.631741714758075936e-15
1.655200194999999930e+00	2.319088718000000160e+00	-1.643844970833064920e-15
1.660735910000000093e+00	2.318897476000000069e+00	-1.656056486216124514e-15
1.666271623999999951e+00	2.318705022000000060e+00	-1.668360682060057235e-15
1.671807338000000032e+00	2.318511351999999803e+00	-1.680695468943298437e-15
1.677343051999999890e+00	2.318316464000000021e+00	-1.692964542566437050e-15
